Date Taken (America/New_York),Time Taken (America/New_York),Time Spent,Q1 - Which Title Best Fits your Current Role?,Q2 - Did you switch careers into Data?,Q3 - Current Yearly Salary (in USD),Q4 - What Industry do you work in?,Q5 - Favorite Programming Language,Q6 - How Happy are you in your Current Position with the following? (Salary),Q6 - How Happy are you in your Current Position with the following? (Work/Life Balance),Q6 - How Happy are you in your Current Position with the following? (Coworkers),Q6 - How Happy are you in your Current Position with the following? (Management),Q6 - How Happy are you in your Current Position with the following? (Upward Mobility),Q6 - How Happy are you in your Current Position with the following? (Learning New Things),Q7 - How difficult was it for you to break into Data?,"Q8 - If you were to look for a new job today, what would be the most important thing to you?",Q9 - Male/Female?,Q10 - Current Age,Q11 - Which Country do you live in?,Q12 - Highest Level of Education,Q13 - Ethnicity
6/10/2022,18:05,0:02:00,other,yes,20.0,demography and social statistics ,sql,0.0,3.0,3.0,3.0,4.0,4.0,neither easy nor difficult,better salary,female,20,Nigeria,high school,black or african american
6/10/2022,18:12,0:02:04,data analyst,no,75.5,education,sql,4.0,6.0,7.0,7.0,2.0,2.0,neither easy nor difficult,remote work,female,45,United states,masters,black or african american
6/10/2022,18:17,0:01:18,data analyst,no,95.5,marketing ,python,5.0,3.0,5.0,6.0,6.0,4.0,difficult,good work/life balance,male,27,Canada,masters,pakistani
6/10/2022,18:23,0:02:58,data analyst,yes,53.0,consulti,python,3.0,7.0,7.0,7.0,7.0,6.0,difficult,good culture,male,28,Canada,masters,asian or asian american
6/10/2022,18:30,0:04:30,student/looking/none,yes,20.0,i`m currently student,r,2.0,10.0,10.0,10.0,10.0,3.0,neither easy nor difficult,remote work,female,29,Germany,bachelors,russian
6/10/2022,18:38,0:01:57,pmo (project management office) manager,no,53.0,tech,c/c++,7.0,7.0,7.0,7.0,7.0,7.0,neither easy nor difficult,better salary,female,43,Singapore,high school,asian or asian american
6/10/2022,18:40,0:02:27,data analyst,yes,20.0,finance,python,0.0,5.0,9.0,9.0,0.0,10.0,neither easy nor difficult,remote work,male,26,Antigua,bachelors,black or african american
6/10/2022,18:48,0:04:17,student/looking/none,no,53.0,tech,sql,7.0,8.0,7.0,7.0,8.0,7.0,neither easy nor difficult,"mix of better salary, good work/life balance, remote work and good culture",female,47,United states,bachelors,black or african american
6/10/2022,18:55,0:01:20,data analyst,yes,20.0,tech,python,0.0,1.0,1.0,1.0,1.0,2.0,very difficult,better salary,male,25,Egypt,bachelors,egyp
6/10/2022,19:04,0:02:02,system administrator,no,20.0,finance,python,6.0,6.0,3.0,7.0,2.0,4.0,very difficult,learning opportunity,male,32,Poland,masters,white or caucasian
6/10/2022,19:12,0:01:09,data analyst,yes,20.0,finance,python,1.0,10.0,10.0,5.0,3.0,1.0,neither easy nor difficult,better salary,female,25,United states,bachelors,white or caucasian
6/10/2022,19:22,0:02:40,data analyst,no,20.0,finance,python,1.0,2.0,10.0,1.0,2.0,8.0,difficult,remote work,female,29,Venezuela,bachelors,hispanic or latino
6/10/2022,19:27,0:01:11,data analyst,no,53.0,healthcare,sql,3.0,7.0,5.0,5.0,3.0,3.0,neither easy nor difficult,better salary,female,33,United states,bachelors,asian or asian american
6/10/2022,19:50,0:04:51,data analyst,no,115.5,education,python,6.0,10.0,10.0,10.0,7.0,6.0,easy,learning new things,male,36,United states,masters,asian or asian american
6/10/2022,19:53,0:01:32,data analyst,yes,53.0,healthcare,python,4.0,10.0,9.0,3.0,0.0,10.0,difficult,good work/life balance,male,25,United states,bachelors,white or caucasian
6/10/2022,19:59,0:03:19,data scientist,no,187.5,other (please specify),python,8.0,7.0,8.0,7.0,7.0,8.0,neither easy nor difficult,good work/life balance,male,38,United states,masters,white or caucasian
6/10/2022,20:05,0:03:42,data analyst,yes,75.5,oil and gas,r,3.0,2.0,6.0,6.0,5.0,4.0,difficult,good work/life balance,male,30,United states,masters,half black and half white
6/10/2022,20:32,0:01:48,data analyst,yes,53.0,tech,python,3.0,5.0,6.0,6.0,6.0,7.0,difficult,good culture,male,35,United states,masters,black or african american
6/10/2022,20:34,0:01:44,teacher,no,53.0,education,sql,0.0,1.0,10.0,5.0,0.0,0.0,difficult,better salary,female,42,United states,bachelors,white or caucasian
6/10/2022,21:16,0:01:40,data analyst,yes,75.5,healthcare,python,3.0,5.0,4.0,6.0,4.0,6.0,easy,remote work,male,30,United states,masters,white or caucasian
6/10/2022,21:23,0:01:57,student/looking/none,yes,20.0,none,python,0.0,0.0,0.0,0.0,0.0,4.0,very difficult,better salary,female,25,Nigeria,bachelors,black or african american
6/10/2022,21:45,1:09:45,data analyst,no,95.5,healthcare,python,5.0,9.0,5.0,2.0,5.0,1.0,difficult,good culture,female,28,United states,bachelors,asian or asian american
6/10/2022,21:57,0:04:54,data analyst,yes,20.0,manuf,python,5.0,10.0,8.0,5.0,7.0,10.0,very difficult,salary and expo,male,28,Canada,bachelors,asian or asian american
6/10/2022,21:58,0:00:59,student/looking/none,no,20.0,student,sql,0.0,0.0,0.0,0.0,0.0,0.0,neither easy nor difficult,better salary,male,20,Malaysia,high school,asian or asian american
6/10/2022,22:22,0:02:26,data analyst,yes,115.5,construction,vba,7.0,8.0,7.0,7.0,10.0,10.0,easy,good culture,male,33,United states,masters,hispanic or latino
6/10/2022,22:29,0:12:09,data analyst,no,75.5,tech,python,8.0,6.0,7.0,7.0,8.0,8.0,easy,better salary,male,23,United states,associates,white or caucasian
6/10/2022,22:32,0:00:43,data analyst,yes,20.0,healthcare,r,4.0,5.0,7.0,7.0,5.0,7.0,neither easy nor difficult,better salary,female,35,Brazil,bachelors,hispanic or latino
6/10/2022,22:48,0:04:01,student/looking/none,yes,20.0,automobile industry,python,2.0,2.0,3.0,3.0,2.0,3.0,difficult,good work/life balance,male,22,India,bachelors,asian or asian american
6/10/2022,22:53,0:02:40,data analyst,yes,20.0,tech,python,5.0,10.0,5.0,6.0,6.0,8.0,very difficult,better salary,male,33,India,bachelors,asian or asian american
6/10/2022,22:54,0:00:59,data engineer,no,20.0,real estate,python,1.0,7.0,7.0,7.0,1.0,2.0,very easy,better salary,male,22,United states,bachelors,white or caucasian
6/10/2022,22:56,0:03:27,data analyst,yes,95.5,distribution,r,7.0,8.0,8.0,7.0,5.0,9.0,neither easy nor difficult,remote work,male,35,United states,bachelors,white or caucasian
6/10/2022,23:03,0:02:55,data analyst,yes,75.5,agriculture,sql,8.0,5.0,6.0,4.0,4.0,8.0,easy,good work/life balance,female,37,United states,masters,white or caucasian
6/10/2022,23:18,0:02:12,data analyst,yes,75.5,healthcare,python,10.0,10.0,10.0,7.0,10.0,10.0,neither easy nor difficult,better salary,male,36,United states,masters,white or caucasian
6/10/2022,23:31,0:02:29,data scientist,yes,95.5,fmcg,python,6.0,5.0,8.0,8.0,7.0,9.0,easy,good work/life balance,male,26,India,bachelors,hispanic or latino
6/10/2022,23:35,0:05:15,data analyst,yes,20.0,market research,r,3.0,2.0,6.0,5.0,5.0,6.0,neither easy nor difficult,good culture,female,25,South korea,bachelors,asian or asian american
6/10/2022,23:36,0:02:55,data analyst,yes,53.0,ngo - legislation ,r,4.0,6.0,6.0,5.0,5.0,6.0,neither easy nor difficult,remote work,female,34,United states,high school,white or caucasian
6/10/2022,23:37,0:02:58,data analyst,yes,20.0,culinary,python,4.0,8.0,8.0,8.0,7.0,8.0,difficult,remote work,male,33,Chile,bachelors,hispanic or latino
6/10/2022,23:49,0:02:00,student/looking/none,no,53.0,retail,python,0.0,4.0,0.0,1.0,4.0,2.0,very difficult,good work/life balance,male,37,United states,bachelors,white or caucasian
6/10/2022,23:51,0:01:27,data analyst,no,75.5,marketing,python,5.0,5.0,7.0,6.0,4.0,6.0,very easy,better salary,female,54,United states,high school,white or caucasian
6/11/2022,0:26,0:01:49,data analyst,no,53.0,education,r,4.0,7.0,7.0,7.0,2.0,7.0,neither easy nor difficult,better salary,female,27,United states,masters,hispanic or latino
6/11/2022,0:26,0:02:20,database developer,yes,20.0,telecommunication,sql,2.0,3.0,6.0,6.0,3.0,5.0,difficult,better salary,male,24,United kingdom,bachelors,white or caucasian
6/11/2022,0:46,0:01:41,data analyst,yes,20.0,finance,python,5.0,5.0,5.0,5.0,5.0,10.0,neither easy nor difficult,better salary,male,24,Egypt,bachelors,white or caucasian
6/11/2022,1:02,0:01:29,consultant,yes,20.0,consulting,python,3.0,4.0,5.0,3.0,2.0,3.0,neither easy nor difficult,better salary,male,27,Panama,bachelors,white or caucasian
6/11/2022,1:04,0:01:37,student/looking/none,no,20.0,none,python,0.0,0.0,0.0,0.0,0.0,0.0,very difficult,remote work,male,25,Indonesia,bachelors,asian or asian american
6/11/2022,1:14,0:02:47,data analyst,yes,20.0,tech,python,1.0,7.0,7.0,7.0,7.0,1.0,difficult,better salary,female,28,United kingdom,masters,black or african american
6/11/2022,1:16,0:01:23,business intelligence developer,no,53.0,education,python,3.0,6.0,5.0,5.0,3.0,4.0,easy,remote work,male,21,United states,bachelors,asian or asian american
6/11/2022,1:19,0:01:15,data analyst,yes,95.5,healthcare,other,4.0,4.0,5.0,5.0,4.0,6.0,difficult,good work/life balance,female,28,United states,bachelors,white or caucasian
6/11/2022,1:24,0:03:20,data analyst,yes,20.0,tech,python,3.0,5.0,5.0,5.0,5.0,2.0,neither easy nor difficult,remote work,male,30,Ghana,masters,black or african american
6/11/2022,1:36,0:02:39,data analyst,no,20.0,education,python,0.0,10.0,0.0,9.0,5.0,10.0,easy,remote work,male,24,Angola,associates,black or african american
6/11/2022,1:51,0:02:01,data analyst,yes,20.0,healthcare,python,7.0,4.0,6.0,5.0,6.0,6.0,difficult,remote work,male,26,India,bachelors,indian
6/11/2022,3:04,0:04:03,student/looking/none,no,20.0,customer support ,python,5.0,6.0,6.0,5.0,1.0,3.0,neither easy nor difficult,good work/life balance,female,92,India,masters,asian or asian american
6/11/2022,3:05,0:02:33,data analyst,yes,20.0,healthcare,python,1.0,8.0,5.0,1.0,7.0,8.0,neither easy nor difficult,remote work,male,28,Nigeria,bachelors,black or african american
6/11/2022,3:07,0:01:34,student/looking/none,yes,20.0,education,python,0.0,1.0,2.0,2.0,1.0,1.0,neither easy nor difficult,better salary,female,24,India,masters,asian or asian american
6/11/2022,3:13,0:03:39,informatics specialist,no,53.0,healthcare,python,7.0,10.0,10.0,10.0,5.0,10.0,easy,better salary,male,25,United states,masters,asian or asian american
6/11/2022,3:18,0:04:04,data analyst,yes,53.0,finance,python,4.0,5.0,5.0,5.0,6.0,6.0,neither easy nor difficult,good work/life balance,male,42,United kingdom,masters,black or african american
6/11/2022,3:40,0:01:05,data analyst,yes,20.0,tech,python,2.0,3.0,3.0,3.0,3.0,3.0,difficult,better salary,male,21,India,bachelors,asian or asian american
6/11/2022,3:47,0:02:36,data analyst,no,75.5,healthcare,python,7.0,8.0,9.0,7.0,7.0,6.0,easy,better salary,male,24,United states,bachelors,white or caucasian
6/11/2022,3:57,0:02:32,data analyst,yes,53.0,healthcare,python,4.0,7.0,6.0,6.0,6.0,7.0,neither easy nor difficult,better salary,female,26,United states,bachelors,white or caucasian
6/11/2022,4:01,0:01:16,data analyst,yes,20.0,cosmetics ,python,2.0,8.0,8.0,9.0,8.0,10.0,difficult,better salary,male,30,United kingdom,bachelors,white or caucasian
6/11/2022,4:13,0:05:51,data engineer,yes,95.5,digital mar,sql,6.0,10.0,10.0,10.0,10.0,10.0,neither easy nor difficult,good culture,male,27,United states,bachelors,black or african american
6/11/2022,4:24,0:02:01,data engineer,yes,20.0,tech,python,0.0,4.0,1.0,0.0,1.0,3.0,easy,better salary,male,28,India,bachelors,asian or asian american
6/11/2022,5:02,0:02:27,data analyst,no,75.5,real estate,sql,6.0,8.0,7.0,7.0,5.0,6.0,easy,better salary,female,29,United kingdom,bachelors,white or caucasian
6/11/2022,5:12,0:02:43,data analyst,no,20.0,home maker ,python,0.0,0.0,0.0,0.0,0.0,0.0,easy,good work/life balance,female,26,India,bachelors,asian or asian american
6/11/2022,5:25,0:02:47,data engineer,yes,20.0,finance,python,3.0,3.0,3.0,3.0,3.0,4.0,neither easy nor difficult,remote work,male,29,Nigeria,bachelors,black or african american
6/11/2022,5:28,0:01:51,business analys,no,75.5,finance,na,3.0,5.0,7.0,2.0,5.0,7.0,easy,remote work,male,60,United kingdom,masters,white or caucasian
6/11/2022,6:11,0:01:55,data analyst,yes,20.0,healthcare,python,5.0,8.0,8.0,5.0,5.0,6.0,neither easy nor difficult,better salary,male,25,Nigeria,bachelors,black or african american
6/11/2022,6:13,0:03:13,finance analyst,no,20.0,construction,r,0.0,0.0,1.0,3.0,2.0,1.0,neither easy nor difficult,good work/life balance,female,37,Nigeria,masters,african 
6/11/2022,6:26,0:01:31,data analyst,yes,75.5,finance,python,6.0,8.0,3.0,4.0,5.0,1.0,neither easy nor difficult,better salary,female,30,Canada,bachelors,asian or asian american
6/11/2022,7:00,0:04:48,data analyst,yes,20.0,healthcare,python,0.0,1.0,2.0,1.0,0.0,3.0,neither easy nor difficult,better salary,female,27,Nigeria,masters,black or african american
6/11/2022,7:09,0:01:04,data scientist,yes,225.0,tech,r,5.0,6.0,5.0,5.0,6.0,6.0,difficult,in office work,male,31,United states,phd,white or caucasian
6/11/2022,7:15,0:02:11,student/looking/none,no,20.0,i am student. ,r,10.0,10.0,10.0,10.0,10.0,10.0,neither easy nor difficult,good work/life balance,male,24,United kingdom,masters,asian or asian american
6/11/2022,7:28,0:03:11,data analyst,no,20.0,finance,matlab,0.0,6.0,6.0,6.0,5.0,6.0,neither easy nor difficult,better salary,female,20,United states,bachelors,black or african american
6/11/2022,7:36,0:02:30,web developer,no,20.0,tech,r,2.0,1.0,4.0,1.0,1.0,1.0,easy,good work/life balance,male,24,India,bachelors,asian or asian american
6/11/2022,7:37,0:01:32,student/looking/none,yes,20.0,manufacturing,r,3.0,6.0,7.0,6.0,4.0,4.0,neither easy nor difficult,good work/life balance,male,24,Romania,bachelors,white or caucasian
6/11/2022,7:38,0:01:30,student/looking/none,no,20.0,"unemployed, trying to switch career",r,0.0,1.0,3.0,0.0,0.0,0.0,neither easy nor difficult,good work/life balance,male,41,Spain,bachelors,hispanic or latino
6/11/2022,7:40,0:02:12,data analyst,yes,95.5,tech,r,8.0,8.0,8.0,8.0,8.0,8.0,difficult,better salary,male,41,United states,bachelors,white or caucasian
6/11/2022,8:07,0:01:52,manager,no,187.5,retail,python,9.0,8.0,9.0,10.0,8.0,10.0,neither easy nor difficult,good culture,male,43,United states,bachelors,white or caucasian
6/11/2022,8:09,0:01:53,data analyst,no,75.5,healthcare,python,7.0,7.0,8.0,4.0,6.0,9.0,easy,remote work,female,38,United states,bachelors,white or caucasian
6/11/2022,8:14,0:01:53,data analyst,yes,20.0,retail,python,5.0,5.0,5.0,5.0,5.0,6.0,neither easy nor difficult,better salary,female,28,Philippines,bachelors,asian or asian american
6/11/2022,8:18,0:01:30,data analyst,yes,95.5,healthcare,python,10.0,8.0,6.0,10.0,7.0,5.0,neither easy nor difficult,good culture,female,31,Germany,bachelors,hispanic or latino
6/11/2022,8:36,0:01:31,data analyst,yes,95.5,government,sas,8.0,7.0,8.0,6.0,7.0,8.0,difficult,good work/life balance,female,28,United states,masters,white or caucasian
6/11/2022,8:38,0:00:55,data analyst,no,53.0,healthcare,c/c++,7.0,8.0,9.0,9.0,4.0,9.0,easy,remote work,male,23,United states,masters,asian or asian american
6/11/2022,8:40,0:01:47,data analyst,no,53.0,utilities ,python,5.0,5.0,4.0,5.0,6.0,6.0,neither easy nor difficult,better salary,male,25,United kingdom,bachelors,black or african american
6/11/2022,8:40,0:01:22,junior software engineer,no,20.0,tech,r,2.0,5.0,2.0,8.0,9.0,10.0,difficult,remote work,male,26,Poland,masters,white or caucasian
6/11/2022,8:42,0:00:47,data scientist,yes,137.5,finance,python,9.0,4.0,8.0,7.0,5.0,6.0,difficult,good work/life balance,male,35,United states,bachelors,white or caucasian
6/11/2022,8:52,0:01:43,data analyst,yes,115.5,retail,r,8.0,9.0,9.0,7.0,8.0,8.0,neither easy nor difficult,remote work,male,30,Denmark,masters,white or caucasian
6/11/2022,9:02,0:02:06,data analyst,yes,20.0,telecommunication,python,0.0,8.0,5.0,5.0,2.0,2.0,easy,better salary,male,28,Panama,bachelors,hispanic or latino
6/11/2022,9:17,0:02:01,student/looking/none,no,20.0,tech,python,0.0,2.0,3.0,3.0,2.0,3.0,easy,good work/life balance,female,24,Nigeria,bachelors,black or african american
6/11/2022,9:40,0:04:32,data analyst,yes,53.0,tech,python,8.0,10.0,7.0,5.0,6.0,5.0,neither easy nor difficult,good culture,female,34,United states,bachelors,white or caucasian
6/11/2022,9:52,0:01:52,data analyst,yes,53.0,tech,python,3.0,5.0,4.0,5.0,3.0,6.0,neither easy nor difficult,good work/life balance,female,31,Germany,masters,white or caucasian
6/11/2022,9:53,0:01:06,data analyst,yes,20.0,tech,python,0.0,0.0,0.0,0.0,0.0,0.0,difficult,good work/life balance,male,30,United kingdom,masters,asian or asian american
6/11/2022,9:53,0:01:28,data engineer,yes,95.5,logistics,javascript,4.0,4.0,1.0,6.0,1.0,5.0,difficult,better salary,male,40,United kingdom,bachelors,white or caucasian
6/11/2022,10:00,0:02:02,data analyst,no,53.0,consulting,r,4.0,10.0,10.0,10.0,8.0,6.0,very difficult,better salary,male,26,United states,bachelors,hispanic or latino
6/11/2022,10:16,0:01:00,data analyst,no,137.5,healthcare,r,9.0,9.0,6.0,6.0,6.0,7.0,neither easy nor difficult,good culture,male,25,United states,bachelors,white or caucasian
6/11/2022,10:50,0:03:12,data analyst,no,53.0,finance,r,7.0,9.0,8.0,6.0,6.0,9.0,neither easy nor difficult,good culture,male,26,United states,masters,black or african american
6/11/2022,11:08,0:01:43,data scientist,no,20.0,finance,python,7.0,7.0,8.0,6.0,6.0,4.0,neither easy nor difficult,good work/life balance,male,26,India,masters,indian
6/11/2022,11:11,0:02:44,researchers,yes,20.0,finance,python,3.0,2.0,4.0,2.0,2.0,3.0,difficult,better salary,male,23,India,masters,asian or asian american
6/11/2022,11:18,0:00:56,data engineer,yes,115.5,tech,python,4.0,4.0,4.0,4.0,5.0,6.0,neither easy nor difficult,good work/life balance,male,25,India,masters,asian or asian american
6/11/2022,11:19,0:01:11,data analyst,yes,53.0,healthcare,r,4.0,5.0,6.0,6.0,5.0,6.0,neither easy nor difficult,better salary,female,33,United states,high school,white or caucasian
6/11/2022,11:21,0:02:02,senior business analyst,no,20.0,ecommerce,sql,6.0,3.0,3.0,6.0,6.0,4.0,very easy,learning new skills,male,33,India,bachelors,asian or asian american
6/11/2022,11:37,0:01:13,data analyst,yes,95.5,healthcare,r,7.0,8.0,7.0,8.0,3.0,4.0,easy,good culture,male,27,United states,bachelors,white or caucasian
6/11/2022,12:12,0:01:59,data analyst,yes,115.5,tech,python,9.0,9.0,9.0,8.0,8.0,9.0,difficult,remote work,female,28,United states,masters,hispanic or latino
6/11/2022,12:13,0:03:18,data analyst,yes,75.5,tech,python,5.0,6.0,7.0,6.0,6.0,7.0,very easy,better salary,male,32,United states,bachelors,hispanic or latino
6/11/2022,12:36,0:01:24,data analyst,yes,20.0,tech,python,2.0,6.0,3.0,6.0,6.0,7.0,neither easy nor difficult,better salary,male,35,India,masters,asian or asian american
6/11/2022,12:40,0:01:49,data analyst,yes,95.5,real estate,python,8.0,9.0,10.0,10.0,9.0,10.0,neither easy nor difficult,good culture,male,34,United states,masters,hispanic or latino
6/11/2022,12:42,0:01:39,data analyst,no,53.0,electronics,python,9.0,8.0,3.0,5.0,2.0,4.0,easy,better salary,male,27,Germany,masters,white or caucasian
6/11/2022,12:50,0:02:30,data coordinator,yes,75.5,education,r,4.0,5.0,5.0,3.0,3.0,4.0,easy,good culture,female,30,United states,masters,white or caucasian
6/11/2022,13:16,0:02:06,data analyst,no,75.5,logistics and warehousing,python,8.0,9.0,9.0,9.0,9.0,10.0,neither easy nor difficult,better salary,male,34,United states,masters,white or caucasian
6/11/2022,13:17,0:02:20,data analyst intern,no,53.0,utilities,python,3.0,10.0,6.0,5.0,7.0,8.0,neither easy nor difficult,remote work,female,22,United states,bachelors,white or caucasian
6/11/2022,13:25,0:01:02,data analyst,yes,20.0,finance,python,2.0,2.0,5.0,5.0,2.0,3.0,very difficult,good work/life balance,female,33,India,masters,asian or asian american
6/11/2022,13:27,0:01:53,data analyst,no,20.0,finance,python,8.0,9.0,9.0,9.0,9.0,9.0,neither easy nor difficult,better salary,female,26,India,masters,asian or asian american
6/11/2022,13:30,0:01:36,data engineer,yes,20.0,tech,python,0.0,5.0,8.0,6.0,5.0,7.0,neither easy nor difficult,better salary,male,28,Argentina,bachelors,hispanic or latino
6/11/2022,13:56,0:05:32,driver,no,20.0,public transport,python,2.0,2.0,7.0,4.0,8.0,1.0,difficult,remote work,male,42,United kingdom,bachelors,bla
6/11/2022,13:59,0:02:06,data analyst,no,20.0,urbanism,r,4.0,10.0,2.0,3.0,2.0,3.0,neither easy nor difficult,better salary,male,30,Morocco,masters,moroccan
6/11/2022,14:07,0:01:22,data scientist,yes,115.5,tech,sql,10.0,9.0,8.0,8.0,9.0,10.0,difficult,better salary,male,25,United states,associates,white or caucasian
6/11/2022,14:22,0:01:00,data analyst,yes,53.0,construction,python,4.0,6.0,6.0,6.0,5.0,7.0,easy,better salary,male,32,United states,bachelors,black or african american
6/11/2022,14:47,0:01:56,data analyst,no,20.0,tech,python,3.0,4.0,5.0,5.0,6.0,6.0,neither easy nor difficult,better salary,male,31,Germany,masters,asian or asian american
6/11/2022,14:54,10:34:43,data analyst,yes,187.5,education,python,8.0,7.0,5.0,4.0,7.0,7.0,easy,remote work,male,30,United arab emirates,high school,white or caucasian
6/11/2022,14:57,0:02:26,student/looking/none,yes,20.0,reta,python,0.0,6.0,6.0,2.0,0.0,3.0,neither easy nor difficult,better salary,male,23,Canada,bachelors,asian or asian american
6/11/2022,16:11,0:02:17,data manager,no,75.5,education,r,7.0,7.0,6.0,7.0,6.0,6.0,easy,remote work,female,31,United kingdom,bachelors,white or caucasian
6/11/2022,16:42,0:02:40,data analyst,no,53.0,avia,python,7.0,5.0,9.0,9.0,4.0,9.0,neither easy nor difficult,good work/life balance,female,29,Finland,masters,black or african american
6/11/2022,16:52,0:02:38,data analyst,yes,20.0,tech,python,5.0,4.0,4.0,5.0,7.0,10.0,neither easy nor difficult,remote work,male,24,Nigeria,bachelors,african
6/11/2022,17:05,0:02:38,gis analyst,no,53.0,state,python,2.0,7.0,6.0,5.0,6.0,4.0,neither easy nor difficult,better salary,male,36,United states,masters,asian or asian american
6/11/2022,17:21,0:02:29,data analyst,yes,53.0,real estate,r,4.0,6.0,6.0,6.0,6.0,6.0,difficult,remote work,female,32,United states,masters,white or caucasian
6/11/2022,17:53,0:03:55,business analyst,yes,95.5,healthcare,python,8.0,9.0,7.0,7.0,7.0,9.0,difficult,remote work,female,36,United states,bachelors,white or caucasian
6/11/2022,18:05,0:01:53,data engineer,no,115.5,healthcare,sql,8.0,6.0,5.0,2.0,3.0,2.0,easy,better salary,male,30,United states,bachelors,white or caucasian
6/11/2022,18:30,0:05:09,student/looking/none,yes,20.0,looking for job,r,0.0,2.0,2.0,3.0,3.0,4.0,neither easy nor difficult,good work/life balance,male,42,Sudan,masters,black or african american
6/11/2022,18:43,0:03:26,data analyst,yes,95.5,healthcare,dax,6.0,6.0,6.0,5.0,4.0,4.0,easy,remote work,male,53,Australia,phd,white or caucasian
6/11/2022,18:57,0:03:17,data analyst,no,20.0,finance,python,1.0,7.0,4.0,10.0,10.0,10.0,neither easy nor difficult,better salary,male,25,Kenya,high school,indian 
6/11/2022,19:06,0:02:21,data analyst,no,20.0,healthcare,python,1.0,5.0,4.0,6.0,5.0,6.0,neither easy nor difficult,better salary,male,23,Lebanon,bachelors,white or caucasian
6/11/2022,19:30,0:03:25,data analyst,yes,20.0,agriculture,python,2.0,1.0,3.0,3.0,3.0,4.0,difficult,better salary,male,36,Saudi arabia,bachelors,arab 
6/11/2022,19:37,0:01:23,data analyst,no,95.5,finance,python,3.0,6.0,4.0,2.0,2.0,3.0,difficult,challenging / exciting problems,male,25,United states,masters,hispanic or latino
6/11/2022,20:53,0:03:19,data engineer,yes,53.0,tech,python,4.0,4.0,3.0,4.0,4.0,5.0,neither easy nor difficult,remote work,female,35,United kingdom,masters,asian or asian american
6/11/2022,21:05,0:01:19,data analyst,yes,75.5,sensors,r,3.0,4.0,4.0,5.0,4.0,4.0,very easy,better salary,male,26,United states,bachelors,white or caucasian
6/11/2022,21:08,0:01:07,student/looking/none,no,20.0,tech,python,2.0,7.0,9.0,7.0,3.0,3.0,difficult,remote work,male,22,United states,bachelors,white or caucasian
6/11/2022,22:13,0:01:43,data scientist,yes,95.5,automotive,python,6.0,8.0,10.0,9.0,6.0,8.0,neither easy nor difficult,better salary,male,30,Canada,masters,asian or asian american
6/11/2022,22:27,0:02:37,data analyst,yes,75.5,supply chain,python,2.0,8.0,6.0,1.0,8.0,10.0,neither easy nor difficult,better salary,male,36,United states,masters,white or caucasian
6/11/2022,22:43,0:02:25,data analyst,yes,75.5,healthcare,r,4.0,4.0,5.0,5.0,4.0,6.0,neither easy nor difficult,all of the above,female,30,United states,masters,white or caucasian
6/11/2022,23:04,0:01:35,data scientist,yes,115.5,finance,python,9.0,8.0,10.0,10.0,10.0,10.0,difficult,remote work,male,29,United states,bachelors,asian or asian american
6/11/2022,23:18,0:04:47,business intelligence analyst,yes,75.5,professional services,r,8.0,10.0,10.0,7.0,8.0,5.0,difficult,data maturity,male,30,United states,masters,white or caucasian
6/11/2022,23:39,0:01:03,data engineer,no,53.0,finance,python,0.0,6.0,6.0,6.0,6.0,6.0,very easy,better salary,male,24,United states,bachelors,black or african american
6/12/2022,0:29,0:01:37,data engineer,yes,225.0,tech,sql,3.0,3.0,4.0,4.0,3.0,5.0,neither easy nor difficult,better salary,male,33,United states,bachelors,asian or asian american
6/12/2022,0:52,0:01:37,data analyst,no,115.5,food and bece,python,10.0,10.0,10.0,10.0,10.0,6.0,easy,better salary,female,42,United states,bachelors,white or caucasian
6/12/2022,0:58,0:01:54,data analyst,yes,53.0,healthcare,python,1.0,10.0,10.0,8.0,10.0,3.0,neither easy nor difficult,better salary,female,36,United states,bachelors,white or caucasian
6/12/2022,1:08,0:01:43,data analyst,yes,53.0,research (non-clincial),python,2.0,3.0,7.0,6.0,5.0,6.0,neither easy nor difficult,better salary,male,27,United states,bachelors,white or caucasian
6/12/2022,2:43,0:01:35,data analyst,no,20.0,tech,python,8.0,7.0,8.0,7.0,7.0,9.0,easy,opportunity to learn,female,21,India,bachelors,asian or asian american
6/12/2022,2:52,0:01:31,data analyst,yes,53.0,healthcare,python,8.0,5.0,8.0,8.0,5.0,10.0,difficult,remote work,female,34,Israel,masters,white or caucasian
6/12/2022,3:03,0:01:20,student/looking/none,no,20.0,education,python,2.0,5.0,5.0,5.0,2.0,4.0,difficult,better salary,male,27,Netherlands,bachelors,white or caucasian
6/12/2022,3:45,0:01:58,bi consultant,yes,20.0,tech,python,7.0,8.0,8.0,8.0,8.0,7.0,neither easy nor difficult,good culture,male,27,France,masters,white or caucasian
6/12/2022,3:59,0:03:34,student/looking/none,no,20.0,education,r,1.0,1.0,2.0,1.0,0.0,3.0,neither easy nor difficult,good work/life balance,male,30,Kenya,associates,african 
6/12/2022,4:00,0:01:29,data analyst,yes,75.5,gover,sql,2.0,0.0,0.0,0.0,0.0,2.0,difficult,better salary,female,33,United states,bachelors,white or caucasian
6/12/2022,4:17,0:01:57,data analyst,yes,95.5,finance,python,3.0,3.0,4.0,4.0,4.0,4.0,difficult,good culture,male,47,India,masters,american indian or alaska native
6/12/2022,4:31,0:01:34,data analyst,yes,75.5,retail,sql,4.0,5.0,4.0,5.0,4.0,4.0,difficult,better work & remote salary,male,27,United states,masters,asian or asian american
